battle,country,result,source_url
Battle of Buzancy,France,win,https://en.wikipedia.org/wiki/Battle_of_Buzancy
Battle of Calais,France,win,https://en.wikipedia.org/wiki/Battle_of_Calais
Battle of Calcinato,France,win,https://en.wikipedia.org/wiki/Battle_of_Calcinato
Battle of Callantsoog,France,win,https://en.wikipedia.org/wiki/Battle_of_Callantsoog
Raid on Canso,France,win,https://en.wikipedia.org/wiki/Raid_on_Canso
Battle of Cao Bằng (1949),France,win,https://en.wikipedia.org/wiki/Battle_of_Cao_Bằng_(1949)
Invasion of Capri,France,win,https://en.wikipedia.org/wiki/Invasion_of_Capri
Battle of Carillon,France,win,https://en.wikipedia.org/wiki/Battle_of_Carillon
Battle of Carpi,France,win,https://en.wikipedia.org/wiki/Battle_of_Carpi
Battle of Carrickfergus (1760),France,win,https://en.wikipedia.org/wiki/Battle_of_Carrickfergus_(1760)
Battle of Cassano (1705),France,other,https://en.wikipedia.org/wiki/Battle_of_Cassano_(1705)
Cassard expedition,France,unknown,https://en.wikipedia.org/wiki/Cassard_expedition
Second Battle of Casteldelfino,France,win,https://en.wikipedia.org/wiki/Second_Battle_of_Casteldelfino
Battle of Castelnaudary,France,win,https://en.wikipedia.org/wiki/Battle_of_Castelnaudary
Battle of Castiglione (1706),France,win,https://en.wikipedia.org/wiki/Battle_of_Castiglione_(1706)
Battle of Castricum,France,win,https://en.wikipedia.org/wiki/Battle_of_Castricum
Siege of Caudebec,France,win,https://en.wikipedia.org/wiki/Siege_of_Caudebec
Capture of Cayenne (1667),France,win,https://en.wikipedia.org/wiki/Capture_of_Cayenne_(1667)
Battle of Ceresole,France,win,https://en.wikipedia.org/wiki/Battle_of_Ceresole
Battle of Cerignola,France,win,https://en.wikipedia.org/wiki/Battle_of_Cerignola
Battle of Cerro del Borrego,France,win,https://en.wikipedia.org/wiki/Battle_of_Cerro_del_Borrego
Battle of Chantonnay (September 1793),France,win,https://en.wikipedia.org/wiki/Battle_of_Chantonnay_(September_1793)
Siege of Chartres (911),France,win,https://en.wikipedia.org/wiki/Siege_of_Chartres_(911)
Battle of Chashniki,France,win,https://en.wikipedia.org/wiki/Battle_of_Chashniki
Battle of Château-Laudran,France,win,https://en.wikipedia.org/wiki/Battle_of_Château-Laudran
Battle of Chateauneuf,France,win,https://en.wikipedia.org/wiki/Battle_of_Chateauneuf
Battle of Chateauneuf-en-Thimerais,France,win,https://en.wikipedia.org/wiki/Battle_of_Chateauneuf-en-Thimerais
First Battle of Châtillon,France,win,https://en.wikipedia.org/wiki/First_Battle_of_Châtillon
Second Battle of Châtillon,France,other,https://en.wikipedia.org/wiki/Second_Battle_of_Châtillon
Battle of Chedabucto,France,win,https://en.wikipedia.org/wiki/Battle_of_Chedabucto
Battle of the Chernaya,France,win,https://en.wikipedia.org/wiki/Battle_of_the_Chernaya
Battle of Chiari,France,win,https://en.wikipedia.org/wiki/Battle_of_Chiari
Chickasaw Campaign of 1736,France,win,https://en.wikipedia.org/wiki/Chickasaw_Campaign_of_1736
Chickasaw Campaign of 1739,France,win,https://en.wikipedia.org/wiki/Chickasaw_Campaign_of_1739
Battle of Chinagodrar,France,win,https://en.wikipedia.org/wiki/Battle_of_Chinagodrar
Battle of Chingleput,France,win,https://en.wikipedia.org/wiki/Battle_of_Chingleput
Second Battle of Cholet,France,win,https://en.wikipedia.org/wiki/Second_Battle_of_Cholet
First Battle of Cholet,France,win,https://en.wikipedia.org/wiki/First_Battle_of_Cholet
Battle of Chu Dreh Pass,France,win,https://en.wikipedia.org/wiki/Battle_of_Chu_Dreh_Pass
Battle of Clausen,France,win,https://en.wikipedia.org/wiki/Battle_of_Clausen
Battle of Cocherel,France,win,https://en.wikipedia.org/wiki/Battle_of_Cocherel
Battle of the Col de Panissars,France,win,https://en.wikipedia.org/wiki/Battle_of_the_Col_de_Panissars
Battle of Colorno,France,win,https://en.wikipedia.org/wiki/Battle_of_Colorno
Battle of Condore,France,win,https://en.wikipedia.org/wiki/Battle_of_Condore
Battle of Conquereuil,France,unknown,https://en.wikipedia.org/wiki/Battle_of_Conquereuil
Battle of Corbach,France,win,https://en.wikipedia.org/wiki/Battle_of_Corbach
Battle of Coron (1793),France,win,https://en.wikipedia.org/wiki/Battle_of_Coron_(1793)
Invasion of Corsica (1794),France,win,https://en.wikipedia.org/wiki/Invasion_of_Corsica_(1794)
Battle of Craon,France,win,https://en.wikipedia.org/wiki/Battle_of_Craon
Battle of Cremona,France,other,https://en.wikipedia.org/wiki/Battle_of_Cremona
Battle of Dahlenkirchen,France,win,https://en.wikipedia.org/wiki/Battle_of_Dahlenkirchen
Dalmatian campaign of 1809,France,win,https://en.wikipedia.org/wiki/Dalmatian_campaign_of_1809
Battle of the Day River,France,win,https://en.wikipedia.org/wiki/Battle_of_the_Day_River
Raid on Deerfield,France,win,https://en.wikipedia.org/wiki/Raid_on_Deerfield
Despenser's Crusade,France,win,https://en.wikipedia.org/wiki/Despenser's_Crusade
Battle of Dettingen,France,win,https://en.wikipedia.org/wiki/Battle_of_Dettingen
Battle of Dien Bien Phu,France,win,https://en.wikipedia.org/wiki/Battle_of_Dien_Bien_Phu
December 2017 Diffa Region clash,France,win,https://en.wikipedia.org/wiki/December_2017_Diffa_Region_clash
Battle of Dijon (1870),France,win,https://en.wikipedia.org/wiki/Battle_of_Dijon_(1870)
Battle of Dreux,France,win,https://en.wikipedia.org/wiki/Battle_of_Dreux
Battle of Dreux (1870),France,win,https://en.wikipedia.org/wiki/Battle_of_Dreux_(1870)
Durrës Expedition,France,win,https://en.wikipedia.org/wiki/Durrës_Expedition
Siege of Eindhoven (1583),France,win,https://en.wikipedia.org/wiki/Siege_of_Eindhoven_(1583)
Battle of Ekau,France,win,https://en.wikipedia.org/wiki/Battle_of_Ekau
Battle of Ekeren,France,other,https://en.wikipedia.org/wiki/Battle_of_Ekeren
Battle of El Herri,France,win,https://en.wikipedia.org/wiki/Battle_of_El_Herri
Battle of El Ksiba,France,win,https://en.wikipedia.org/wiki/Battle_of_El_Ksiba
Battle of Elixheim,France,win,https://en.wikipedia.org/wiki/Battle_of_Elixheim
Battle of Emsdorf,France,win,https://en.wikipedia.org/wiki/Battle_of_Emsdorf
Battle of Entrames,France,win,https://en.wikipedia.org/wiki/Battle_of_Entrames
Fighting at Epuisay,France,win,https://en.wikipedia.org/wiki/Fighting_at_Epuisay
Battle of Erbach,France,win,https://en.wikipedia.org/wiki/Battle_of_Erbach
First Siege of Corbie,France,win,https://en.wikipedia.org/wiki/First_Siege_of_Corbie
Battle of Fleurus (1690),France,win,https://en.wikipedia.org/wiki/Battle_of_Fleurus_(1690)
Battle of Florina,France,win,https://en.wikipedia.org/wiki/Battle_of_Florina
Battle of Fontaine-Française,France,win,https://en.wikipedia.org/wiki/Battle_of_Fontaine-Française
Battle of Fontenay-le-Comte,France,win,https://en.wikipedia.org/wiki/Battle_of_Fontenay-le-Comte
Battle of Fontenoy,France,win,https://en.wikipedia.org/wiki/Battle_of_Fontenoy
Battle of Fornovo,France,win,https://en.wikipedia.org/wiki/Battle_of_Fornovo
Battle of Fort Albany,France,unknown,https://en.wikipedia.org/wiki/Battle_of_Fort_Albany
Battle of Fort Albany (1709),France,win,https://en.wikipedia.org/wiki/Battle_of_Fort_Albany_(1709)
Battle of Fort Beauséjour,France,win,https://en.wikipedia.org/wiki/Battle_of_Fort_Beauséjour
Battle of Fort Bull,France,win,https://en.wikipedia.org/wiki/Battle_of_Fort_Bull
Battle of Fort Duquesne,France,win,https://en.wikipedia.org/wiki/Battle_of_Fort_Duquesne
Battle of Fort Frontenac,France,win,https://en.wikipedia.org/wiki/Battle_of_Fort_Frontenac
Battle of Fort Ligonier,France,win,https://en.wikipedia.org/wiki/Battle_of_Fort_Ligonier
Battle of Fort Necessity,France,win,https://en.wikipedia.org/wiki/Battle_of_Fort_Necessity
Battle of Fort Niagara,France,win,https://en.wikipedia.org/wiki/Battle_of_Fort_Niagara
Battle of Fort Oswego,France,win,https://en.wikipedia.org/wiki/Battle_of_Fort_Oswego
Battle of Fortín,France,win,https://en.wikipedia.org/wiki/Battle_of_Fortín
French Fury,France,win,https://en.wikipedia.org/wiki/French_Fury
Battle of Fréteval,France,unknown,https://en.wikipedia.org/wiki/Battle_of_Fréteval
Fighting at Fréteval,France,loss,https://en.wikipedia.org/wiki/Fighting_at_Fréteval
Battle of Friedlingen,France,win,https://en.wikipedia.org/wiki/Battle_of_Friedlingen
Battle of Garigliano (1503),France,win,https://en.wikipedia.org/wiki/Battle_of_Garigliano_(1503)
Fall of Ghent,France,win,https://en.wikipedia.org/wiki/Fall_of_Ghent
Battle of Gisors,France,win,https://en.wikipedia.org/wiki/Battle_of_Gisors
Battle of Glasgow (1560),France,win,https://en.wikipedia.org/wiki/Battle_of_Glasgow_(1560)
Capture of Gorée,France,win,https://en.wikipedia.org/wiki/Capture_of_Gorée
French capture of Gorée (1804),France,unknown,https://en.wikipedia.org/wiki/French_capture_of_Gorée_(1804)
Battle of Gorodechno,France,win,https://en.wikipedia.org/wiki/Battle_of_Gorodechno
Raid on Grand Pré,France,win,https://en.wikipedia.org/wiki/Raid_on_Grand_Pré
Battle of Gravelines (1558),France,win,https://en.wikipedia.org/wiki/Battle_of_Gravelines_(1558)
Battle of Gray,France,win,https://en.wikipedia.org/wiki/Battle_of_Gray
Battle of Great Cacapon,France,win,https://en.wikipedia.org/wiki/Battle_of_Great_Cacapon
Capture of Grenada (1779),France,win,https://en.wikipedia.org/wiki/Capture_of_Grenada_(1779)
Raid on Groton,France,win,https://en.wikipedia.org/wiki/Raid_on_Groton
Battle of Grünberg,France,win,https://en.wikipedia.org/wiki/Battle_of_Grünberg
Invasion of Guadeloupe (1759),France,win,https://en.wikipedia.org/wiki/Invasion_of_Guadeloupe_(1759)
Invasion of Guadeloupe (1810),France,win,https://en.wikipedia.org/wiki/Invasion_of_Guadeloupe_(1810)
Invasion of Guadeloupe (1815),France,win,https://en.wikipedia.org/wiki/Invasion_of_Guadeloupe_(1815)
Invasion of Guadeloupe (1794),France,win,https://en.wikipedia.org/wiki/Invasion_of_Guadeloupe_(1794)
Battle of Guastalla,France,win,https://en.wikipedia.org/wiki/Battle_of_Guastalla
Battle of Guayabo,France,win,https://en.wikipedia.org/wiki/Battle_of_Guayabo
Battle of Guinegate (1479),France,win,https://en.wikipedia.org/wiki/Battle_of_Guinegate_(1479)
Battle of Hakodate,France,win,https://en.wikipedia.org/wiki/Battle_of_Hakodate
Battle of Hallue,France,other,https://en.wikipedia.org/wiki/Battle_of_Hallue
Battle of Hanoi (1946),France,win,https://en.wikipedia.org/wiki/Battle_of_Hanoi_(1946)
Raid on Haverhill (1708),France,win,https://en.wikipedia.org/wiki/Raid_on_Haverhill_(1708)
Battle of Hòa Bình,France,win,https://en.wikipedia.org/wiki/Battle_of_Hòa_Bình
Battle of Hòa Mộc,France,win,https://en.wikipedia.org/wiki/Battle_of_Hòa_Mộc
First Battle of Höchstädt,France,win,https://en.wikipedia.org/wiki/First_Battle_of_Höchstädt
French invasion of Honolulu,France,win,https://en.wikipedia.org/wiki/French_invasion_of_Honolulu
Hudson Bay expedition (1686),France,win,https://en.wikipedia.org/wiki/Hudson_Bay_expedition_(1686)
Battle of Huesca,France,win,https://en.wikipedia.org/wiki/Battle_of_Huesca
Battle of Inkerman,France,win,https://en.wikipedia.org/wiki/Battle_of_Inkerman
Battle of Inkovo,France,win,https://en.wikipedia.org/wiki/Battle_of_Inkovo
Invasion of Curaçao (1800),France,win,https://en.wikipedia.org/wiki/Invasion_of_Curaçao_(1800)
Battle of Isly,France,win,https://en.wikipedia.org/wiki/Battle_of_Isly
Battle of Ivry,France,win,https://en.wikipedia.org/wiki/Battle_of_Ivry
Battle of St. Jakob an der Birs,France,win,https://en.wikipedia.org/wiki/Battle_of_St._Jakob_an_der_Birs
Battle of Jarnac,France,win,https://en.wikipedia.org/wiki/Battle_of_Jarnac
Invasion of Java (1811),France,win,https://en.wikipedia.org/wiki/Invasion_of_Java_(1811)
Battle of Jengland,France,win,https://en.wikipedia.org/wiki/Battle_of_Jengland
First Battle of Jenné,France,win,https://en.wikipedia.org/wiki/First_Battle_of_Jenné
Second Battle of Jenné,France,win,https://en.wikipedia.org/wiki/Second_Battle_of_Jenné
Battle of Jersey,France,win,https://en.wikipedia.org/wiki/Battle_of_Jersey
July 2019 Inates attack,France,win,https://en.wikipedia.org/wiki/July_2019_Inates_attack
Battle of Kaidanowo,France,win,https://en.wikipedia.org/wiki/Battle_of_Kaidanowo
Battle of Kloster Kampen,France,win,https://en.wikipedia.org/wiki/Battle_of_Kloster_Kampen
Battle of Klyastitsy,France,win,https://en.wikipedia.org/wiki/Battle_of_Klyastitsy
Battle of Ko Chang,France,win,https://en.wikipedia.org/wiki/Battle_of_Ko_Chang
Battle of Kolwezi,France,win,https://en.wikipedia.org/wiki/Battle_of_Kolwezi
Battle of Kouno,France,win,https://en.wikipedia.org/wiki/Battle_of_Kouno
Battle of Kousséri,France,win,https://en.wikipedia.org/wiki/Battle_of_Kousséri
Battle of Krabbendam,France,win,https://en.wikipedia.org/wiki/Battle_of_Krabbendam
Battle of Krasnoi,France,win,https://en.wikipedia.org/wiki/Battle_of_Krasnoi
First Battle of Krasnoi,France,win,https://en.wikipedia.org/wiki/First_Battle_of_Krasnoi
Battle of Krefeld,France,win,https://en.wikipedia.org/wiki/Battle_of_Krefeld
Battle of La Brossinière,France,win,https://en.wikipedia.org/wiki/Battle_of_La_Brossinière
Battle of La Roche-l'Abeille,France,win,https://en.wikipedia.org/wiki/Battle_of_La_Roche-l'Abeille
Battle of La Tremblaye,France,win,https://en.wikipedia.org/wiki/Battle_of_La_Tremblaye
Battle of Ladon and Mézières,France,win,https://en.wikipedia.org/wiki/Battle_of_Ladon_and_Mézières
Battle of Lake George,France,win,https://en.wikipedia.org/wiki/Battle_of_Lake_George
Battle of Landen,France,win,https://en.wikipedia.org/wiki/Battle_of_Landen
Battle of Landriano,France,win,https://en.wikipedia.org/wiki/Battle_of_Landriano
Battle of Langensalza (1761),France,win,https://en.wikipedia.org/wiki/Battle_of_Langensalza_(1761)
Laplace affair,France,other,https://en.wikipedia.org/wiki/Laplace_affair
Battle of Las Cumbres,France,win,https://en.wikipedia.org/wiki/Battle_of_Las_Cumbres
Battle of Lauffeld,France,win,https://en.wikipedia.org/wiki/Battle_of_Lauffeld
Battle of Launac,France,win,https://en.wikipedia.org/wiki/Battle_of_Launac
Battle of Laval,France,win,https://en.wikipedia.org/wiki/Battle_of_Laval
Battle of Leuze,France,win,https://en.wikipedia.org/wiki/Battle_of_Leuze
Battle of Liaskowa,France,win,https://en.wikipedia.org/wiki/Battle_of_Liaskowa
Battle of Logandème,France,win,https://en.wikipedia.org/wiki/Battle_of_Logandème
Battle of Long Sault,France,unknown,https://en.wikipedia.org/wiki/Battle_of_Long_Sault
Battle of Longeau,France,win,https://en.wikipedia.org/wiki/Battle_of_Longeau
Battle of Loschniza,France,win,https://en.wikipedia.org/wiki/Battle_of_Loschniza
Battle of Lougou,France,win,https://en.wikipedia.org/wiki/Battle_of_Lougou
Louisbourg Expedition (1757),France,unknown,https://en.wikipedia.org/wiki/Louisbourg_Expedition_(1757)
Battle of Luçon,France,win,https://en.wikipedia.org/wiki/Battle_of_Luçon
Battle of Lunalonge,France,win,https://en.wikipedia.org/wiki/Battle_of_Lunalonge
"Raid on Lunenburg, Nova Scotia (1756)",France,win,"https://en.wikipedia.org/wiki/Raid_on_Lunenburg,_Nova_Scotia_(1756)"
Battle of Lutterberg (1758),France,win,https://en.wikipedia.org/wiki/Battle_of_Lutterberg_(1758)
Battle of Lutterberg (1762),France,win,https://en.wikipedia.org/wiki/Battle_of_Lutterberg_(1762)
Battle of Luzzara,France,other,https://en.wikipedia.org/wiki/Battle_of_Luzzara
Battle of Madonna dell'Olmo,France,win,https://en.wikipedia.org/wiki/Battle_of_Madonna_dell'Olmo
Battle of Madras,France,win,https://en.wikipedia.org/wiki/Battle_of_Madras
Battle of Boffalora,France,win,https://en.wikipedia.org/wiki/Battle_of_Boffalora
Battle of Magenta,France,win,https://en.wikipedia.org/wiki/Battle_of_Magenta
Battle of Maison Carrée,France,win,https://en.wikipedia.org/wiki/Battle_of_Maison_Carrée
Battle of Malakoff,France,win,https://en.wikipedia.org/wiki/Battle_of_Malakoff
Battle of Maloyaroslavets,France,other,https://en.wikipedia.org/wiki/Battle_of_Maloyaroslavets
Battle of Mansurah (1250),France,win,https://en.wikipedia.org/wiki/Battle_of_Mansurah_(1250)
Battle of Mạo Khê,France,win,https://en.wikipedia.org/wiki/Battle_of_Mạo_Khê
Battle of Marignano,France,win,https://en.wikipedia.org/wiki/Battle_of_Marignano
Battle of Marsaglia,France,win,https://en.wikipedia.org/wiki/Battle_of_Marsaglia
Battle of Martinique (1794),France,win,https://en.wikipedia.org/wiki/Battle_of_Martinique_(1794)
Invasion of Martinique (1674),France,win,https://en.wikipedia.org/wiki/Invasion_of_Martinique_(1674)
Invasion of Martinique (1809),France,win,https://en.wikipedia.org/wiki/Invasion_of_Martinique_(1809)
Invasion of Martinique (1759),France,win,https://en.wikipedia.org/wiki/Invasion_of_Martinique_(1759)
Invasion of Martinique (1762),France,win,https://en.wikipedia.org/wiki/Invasion_of_Martinique_(1762)
Battle of Maysalun,France,win,https://en.wikipedia.org/wiki/Battle_of_Maysalun
Capture of Mazatlán,France,win,https://en.wikipedia.org/wiki/Capture_of_Mazatlán
Battle of the Meander,France,win,https://en.wikipedia.org/wiki/Battle_of_the_Meander
Battle of Melle,France,win,https://en.wikipedia.org/wiki/Battle_of_Melle
Battle of Mentana,France,win,https://en.wikipedia.org/wiki/Battle_of_Mentana
Battle of Minden,France,win,https://en.wikipedia.org/wiki/Battle_of_Minden
Mohawk Valley raid,France,unknown,https://en.wikipedia.org/wiki/Mohawk_Valley_raid
Battle of Monnaie,France,win,https://en.wikipedia.org/wiki/Battle_of_Monnaie
Battle of the Monongahela,France,win,https://en.wikipedia.org/wiki/Battle_of_the_Monongahela
Battle of the Monongahela order of battle,France,unknown,https://en.wikipedia.org/wiki/Battle_of_the_Monongahela_order_of_battle
Battle of Moncontour,France,win,https://en.wikipedia.org/wiki/Battle_of_Moncontour
Battle of Montebello (1859),France,win,https://en.wikipedia.org/wiki/Battle_of_Montebello_(1859)
Battle of Montes Claros,France,win,https://en.wikipedia.org/wiki/Battle_of_Montes_Claros
Battle of Montiel,France,win,https://en.wikipedia.org/wiki/Battle_of_Montiel
Battle of Montlhéry,France,other,https://en.wikipedia.org/wiki/Battle_of_Montlhéry
Battle of Montmeló,France,win,https://en.wikipedia.org/wiki/Battle_of_Montmeló
Montreal campaign,France,win,https://en.wikipedia.org/wiki/Montreal_campaign
Capture of Morelia (1863),France,win,https://en.wikipedia.org/wiki/Capture_of_Morelia_(1863)
Battle of Mortemer,France,win,https://en.wikipedia.org/wiki/Battle_of_Mortemer
Battle of Muong Khoua,France,win,https://en.wikipedia.org/wiki/Battle_of_Muong_Khoua
Battle of Muret,France,win,https://en.wikipedia.org/wiki/Battle_of_Muret
Battle of N'Djamena (2008),France,win,https://en.wikipedia.org/wiki/Battle_of_N'Djamena_(2008)
Battle of Nà Sản,France,win,https://en.wikipedia.org/wiki/Battle_of_Nà_Sản
Battle of Nájera,France,win,https://en.wikipedia.org/wiki/Battle_of_Nájera
Battle of Nantes,France,win,https://en.wikipedia.org/wiki/Battle_of_Nantes
Battle of Nauheim,France,win,https://en.wikipedia.org/wiki/Battle_of_Nauheim
Battle of Neustadt (1760),France,win,https://en.wikipedia.org/wiki/Battle_of_Neustadt_(1760)
Battle of Nghĩa Lộ (1952),France,win,https://en.wikipedia.org/wiki/Battle_of_Nghĩa_Lộ_(1952)
Battle of Nicopolis (1798),France,win,https://en.wikipedia.org/wiki/Battle_of_Nicopolis_(1798)
Battle of Noáin,France,win,https://en.wikipedia.org/wiki/Battle_of_Noáin
Battle of Noirmoutier (1794),France,win,https://en.wikipedia.org/wiki/Battle_of_Noirmoutier_(1794)
First Battle of Noirmoutier,France,win,https://en.wikipedia.org/wiki/First_Battle_of_Noirmoutier
Battle of Noisseville,France,win,https://en.wikipedia.org/wiki/Battle_of_Noisseville
Battle of Nompatelize,France,win,https://en.wikipedia.org/wiki/Battle_of_Nompatelize
Northeast Coast campaign (1703),France,win,https://en.wikipedia.org/wiki/Northeast_Coast_campaign_(1703)
Battle of Nouart,France,win,https://en.wikipedia.org/wiki/Battle_of_Nouart
Battle of Novara (1500),France,win,https://en.wikipedia.org/wiki/Battle_of_Novara_(1500)
Battle of Novara (1513),France,win,https://en.wikipedia.org/wiki/Battle_of_Novara_(1513)
Battle of Nowo Schwerschen,France,win,https://en.wikipedia.org/wiki/Battle_of_Nowo_Schwerschen
Battle of Núi Bop,France,win,https://en.wikipedia.org/wiki/Battle_of_Núi_Bop
Battle of Nuits Saint Georges,France,win,https://en.wikipedia.org/wiki/Battle_of_Nuits_Saint_Georges
Occupation of Ningbo,France,win,https://en.wikipedia.org/wiki/Occupation_of_Ningbo
Battle of Ognon,France,win,https://en.wikipedia.org/wiki/Battle_of_Ognon
Battle of Ölper (1761),France,win,https://en.wikipedia.org/wiki/Battle_of_Ölper_(1761)
